Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Adnp_IP04 Spectral Count	Adnp_IP05 Spectral Count	Adnp_IP06 Spectral Count	Chd4BF_IP07 Spectral Count	Chd4BF_IP08 Spectral Count	Chd4BF_IP09 Spectral Count	RBC_ctrl_IP01 Spectral Count	RBC_ctrl_IP02 Spectral Count	RBC_ctrl_IP03 Spectral Count	Adnp_IP04 Unique Spectral Count	Adnp_IP05 Unique Spectral Count	Adnp_IP06 Unique Spectral Count	Chd4BF_IP07 Unique Spectral Count	Chd4BF_IP08 Unique Spectral Count	Chd4BF_IP09 Unique Spectral Count	RBC_ctrl_IP01 Unique Spectral Count	RBC_ctrl_IP02 Unique Spectral Count	RBC_ctrl_IP03 Unique Spectral Count	Adnp_IP04 Total Spectral Count	Adnp_IP05 Total Spectral Count	Adnp_IP06 Total Spectral Count	Chd4BF_IP07 Total Spectral Count	Chd4BF_IP08 Total Spectral Count	Chd4BF_IP09 Total Spectral Count	RBC_ctrl_IP01 Total Spectral Count	RBC_ctrl_IP02 Total Spectral Count	RBC_ctrl_IP03 Total Spectral Count	Adnp_IP04 Intensity	Adnp_IP05 Intensity	Adnp_IP06 Intensity	Chd4BF_IP07 Intensity	Chd4BF_IP08 Intensity	Chd4BF_IP09 Intensity	RBC_ctrl_IP01 Intensity	RBC_ctrl_IP02 Intensity	RBC_ctrl_IP03 Intensity	Adnp_IP04 MaxLFQ Intensity	Adnp_IP05 MaxLFQ Intensity	Adnp_IP06 MaxLFQ Intensity	Chd4BF_IP07 MaxLFQ Intensity	Chd4BF_IP08 MaxLFQ Intensity	Chd4BF_IP09 MaxLFQ Intensity	RBC_ctrl_IP01 MaxLFQ Intensity	RBC_ctrl_IP02 MaxLFQ Intensity	RBC_ctrl_IP03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q61495|DSG1A_MOUSE	Q61495	DSG1A_MOUSE	Dsg1a	1057	Mus musculus OX=10090	2:Experimental evidence at transcript level	Desmoglein-1-alpha	1.0	0.999	6	39	0	39	3	10	4	1	2	4	3	3	9	0	0	0	0	0	0	0	0	0	3	10	4	1	2	4	3	3	9	2.6018504E7	1.42094592E8	2.4512066E7	1.779803E7	0.0	2.9950912E7	3.7956872E7	1.0101458E7	2.2573112E8	3.1324932E7	9.8937648E7	3.3697424E7	0.0	0.0	3.6609164E7	0.0	1.8133164E7	2.71743392E8	sp|Q7TSF1|DSG1B_MOUSE
sp|Q61550|RAD21_MOUSE	Q61550	RAD21_MOUSE	Rad21	635	Mus musculus OX=10090	1:Experimental evidence at protein level	Double-strand-break repair protein rad21 homolog	1.0	0.999	2	5	5	5	0	2	0	2	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0.0	1593096.8	0.0	799607.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61624|ZN148_MOUSE	Q61624	ZN148_MOUSE	Znf148	794	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger protein 148	0.8306	0.999	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0248959E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A338P6K3|A0A338P6K3_MOUSE
sp|Q61656|DDX5_MOUSE	Q61656	DDX5_MOUSE	Ddx5	614	Mus musculus OX=10090	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX5	1.0	0.999	9	19	0	19	3	4	3	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	1	3	5	0	0	0	1.9515656E7	1.0838125E7	1.3716922E7	0.0	0.0	1.3804965E7	0.0	0.0	0.0	1.4687281E7	1.3238384E7	1.1814786E7	0.0	1.145814E7	1.4998169E7	0.0	0.0	0.0	tr|Q8BTS0|Q8BTS0_MOUSE
sp|Q61686|CBX5_MOUSE	Q61686	CBX5_MOUSE	Cbx5	191	Mus musculus OX=10090	1:Experimental evidence at protein level	Chromobox protein homolog 5	1.0	0.999	11	79	68	79	7	8	9	8	45	2	0	0	0	5	6	8	6	41	2	0	0	0	7	8	9	8	45	2	0	0	0	1.08983248E8	1.14242912E8	1.84132688E8	1.01539616E8	2.22773171E9	3.086091E7	0.0	0.0	0.0	5.4361496E7	5.374222E7	9.4472144E7	5.1752812E7	1.17827149E9	0.0	0.0	0.0	0.0	
sp|Q61687|ATRX_MOUSE	Q61687	ATRX_MOUSE	Atrx	2476	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcriptional regulator ATRX	1.0	0.999	33	95	64	95	39	12	39	2	1	1	1	0	0	26	8	28	1	0	0	1	0	0	39	12	39	2	1	1	1	0	0	8.958352E7	3.9397208E7	7.523228E7	0.0	3916760.0	3573874.8	0.0	0.0	0.0	5.273762E7	1.7309602E7	3.6486192E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q61879|MYH10_MOUSE	Q61879	MYH10_MOUSE	Myh10	1976	Mus musculus OX=10090	1:Experimental evidence at protein level	Myosin-10	1.0	0.999	15	14	0	27	7	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	1	0	4	0	2	0	3252840.2	5751881.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6338907.5	1.1208193E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q3UH59|Q3UH59_MOUSE, tr|Q5SV64|Q5SV64_MOUSE
sp|Q61881|MCM7_MOUSE	Q61881	MCM7_MOUSE	Mcm7	719	Mus musculus OX=10090	1:Experimental evidence at protein level	DNA replication licensing factor MCM7	0.9995	0.999	2	4	1	4	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2648977.0	3227045.2	0.0	4359113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q62255-2|SALL3_MOUSE	Q62255-2	SALL3_MOUSE	Sall3	1248	Mus musculus OX=10090		Isoform 2 of Sal-like protein 3	0.9989	0.9987	5	3	0	22	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	10	0	0	0	0.0	0.0	0.0	1.3245147E7	0.0	1.2288142E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q62255|SALL3_MOUSE
sp|Q62261|SPTB2_MOUSE	Q62261	SPTB2_MOUSE	Sptbn1	2363	Mus musculus OX=10090	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 1	1.0	0.9989	6	7	0	7	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0.0	2.303724E7	0.0	0.0	0.0	3823732.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0A0MQG2|A0A0A0MQG2_MOUSE
sp|Q62318|TIF1B_MOUSE	Q62318	TIF1B_MOUSE	Trim28	834	Mus musculus OX=10090	1:Experimental evidence at protein level	Transcription intermediary factor 1-beta	1.0	0.999	33	233	75	233	12	17	26	19	141	10	2	4	2	4	7	6	4	47	5	1	1	0	12	17	26	19	141	10	2	4	2	1.22096736E8	1.75807456E8	2.12091824E8	1.75346992E8	2.3991127E9	1.25400736E8	1.6967612E7	4.691962E7	0.0	5.341164E7	6.6275692E7	8.3498144E7	7.1613016E7	9.9051968E8	5.9831828E7	9446192.0	1.8542822E7	0.0	
sp|Q62425|NDUA4_MOUSE	Q62425	NDUA4_MOUSE	Ndufa4	82	Mus musculus OX=10090	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0	0.9979	3	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	1.8481532E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0N4SVQ1|A0A0N4SVQ1_MOUSE
sp|Q63850|NUP62_MOUSE	Q63850	NUP62_MOUSE	Nup62	526	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclear pore glycoprotein p62	0.9999	0.999	2	2	2	2	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.0	0.0	1.7783024E7	1.8072096E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q64012-2|RALY_MOUSE	Q64012-2	RALY_MOUSE	Raly	296	Mus musculus OX=10090		Isoform 1 of RNA-binding protein Raly	1.0	0.999	8	38	0	38	8	10	8	3	5	3	0	0	1	0	0	0	0	0	0	0	0	0	8	10	8	3	5	3	0	0	1	4.8954864E7	7.445212E7	4.98353E7	0.0	3.2014018E7	0.0	0.0	0.0	0.0	3.3778256E7	5.3552748E7	3.444238E7	3.4696596E7	2.2579386E7	2.155541E7	0.0	0.0	0.0	sp|Q64012|RALY_MOUSE, tr|A2AU62|A2AU62_MOUSE
sp|Q640M1|UT14A_MOUSE	Q640M1	UT14A_MOUSE	Utp14a	767	Mus musculus OX=10090	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 14 homolog A	1.0	0.9971	4	4	1	4	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0.0	5134107.0	0.0	0.0	3531784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q64478|H2B1H_MOUSE	Q64478	H2B1H_MOUSE	Hist1h2bh	126	Mus musculus OX=10090	1:Experimental evidence at protein level	Histone H2B type 1-H	0.9998	0.999	17	235	0	731	34	34	44	34	34	26	7	9	13	0	0	0	0	0	0	0	0	0	102	105	135	91	103	73	32	40	50	5.882347E9	8.674175E9	6.4609341E9	3.75836442E9	6.020331E9	4.2655959E9	6.6743731E8	5.9943725E8	1.19446042E9	3.92601011E9	4.4080911E9	5.3670902E9	3.77603354E9	4.9941724E9	2.87093658E9	5.5030912E8	4.38248352E8	1.03429139E9	sp|Q6ZWY9|H2B1C_MOUSE
sp|Q64523|H2A2C_MOUSE	Q64523	H2A2C_MOUSE	Hist2h2ac	129	Mus musculus OX=10090	1:Experimental evidence at protein level	Histone H2A type 2-C	1.0	0.999	11	195	0	559	25	34	29	30	26	23	5	8	15	0	0	0	0	0	0	0	0	0	74	79	77	74	76	62	33	33	51	1.65650445E9	1.9929367E9	2.7652928E9	1.3413129E9	2.28550758E9	1.45523635E9	2.07204512E8	2.10385168E8	5.6097472E8	1.03882138E9	1.23079258E9	1.79404838E9	1.09295962E9	1.47596147E9	1.12793587E9	1.33626216E8	1.91055024E8	4.42151296E8	sp|Q6GSS7|H2A2A_MOUSE
sp|Q65Z40|WAPL_MOUSE	Q65Z40	WAPL_MOUSE	Wapl	1200	Mus musculus OX=10090	1:Experimental evidence at protein level	Wings apart-like protein homolog	1.0	0.9988	2	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|B7ZP47|B7ZP47_MOUSE
sp|Q66JX5-2|FR1OP_MOUSE	Q66JX5-2	FR1OP_MOUSE	Fgfr1op	379	Mus musculus OX=10090		Isoform 2 of FGFR1 oncogene partner	0.9997	0.999	2	4	0	4	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0.0	0.0	0.0	0.0	0.0	1.2228063E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q66JX5|FR1OP_MOUSE
sp|Q68FE8|Z280D_MOUSE	Q68FE8	Z280D_MOUSE	Znf280d	974	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger protein 280D	1.0	0.999	28	115	0	116	0	0	0	4	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	111	1	0	0	0	0.0	0.0	0.0	3.0918858E7	8.5200058E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7915034E7	5.2080816E8	0.0	0.0	0.0	0.0	tr|V9GWW1|V9GWW1_MOUSE
sp|Q69Z99|ZN512_MOUSE	Q69Z99	ZN512_MOUSE	Znf512	562	Mus musculus OX=10090	2:Experimental evidence at transcript level	Zinc finger protein 512	1.0	0.9988	3	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	2.2774514E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0J9YTU9|A0A0J9YTU9_MOUSE
sp|Q6DFW4|NOP58_MOUSE	Q6DFW4	NOP58_MOUSE	Nop58	536	Mus musculus OX=10090	1:Experimental evidence at protein level	Nucleolar protein 58	1.0	0.999	10	50	0	50	10	14	9	6	6	2	1	1	1	0	0	0	0	0	0	0	0	0	10	14	9	6	6	2	1	1	1	3.9155944E7	5.3778928E7	3.9995148E7	3.6035416E7	3.9922396E7	0.0	3623742.8	4479344.5	1.2180561E7	2.376244E7	3.1813658E7	2.155373E7	1.978895E7	2.0450684E7	1.7427252E7	0.0	0.0	0.0	
sp|Q6DIB4|NOL4L_MOUSE	Q6DIB4	NOL4L_MOUSE	Nol4l	494	Mus musculus OX=10090	2:Experimental evidence at transcript level	Nucleolar protein 4-like	0.8303	0.999	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	7173449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q3TZG8|Q3TZG8_MOUSE, tr|Q3UH85|Q3UH85_MOUSE
sp|Q6IQX8|ZN219_MOUSE	Q6IQX8	ZN219_MOUSE	Znf219	726	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger protein 219	1.0	0.999	11	37	0	37	4	2	2	10	5	10	1	1	2	0	0	0	0	0	0	0	0	0	4	2	2	10	5	10	1	1	2	0.0	0.0	0.0	1.0742446E7	5895417.5	1.0030968E7	3222853.5	4344204.0	5505364.5	1.0036581E7	1.3397356E7	0.0	2.2684764E7	1.4379071E7	2.3393434E7	0.0	0.0	1.4536283E7	
sp|Q6J1H4-2|UTF1_MOUSE	Q6J1H4-2	UTF1_MOUSE	Utf1	297	Mus musculus OX=10090		Isoform 2 of Undifferentiated embryonic cell transcription factor 1	1.0	0.999	3	11	0	11	0	3	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	2	0	0	0	0.0	1.7240472E7	6739255.0	1.0946211E7	1.7987202E7	0.0	0.0	0.0	0.0	0.0	1.426628E7	0.0	0.0	9279407.0	0.0	0.0	0.0	0.0	sp|Q6J1H4|UTF1_MOUSE
sp|Q6NXK2-2|ZN532_MOUSE	Q6NXK2-2	ZN532_MOUSE	Znf532	900	Mus musculus OX=10090		Isoform 2 of Zinc finger protein 532	0.9997	0.999	2	3	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0.0	0.0	0.0	0.0	1.6276635E7	1.6527576E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6NXK2|ZN532_MOUSE, tr|S4R1H5|S4R1H5_MOUSE, tr|S4R2I9|S4R2I9_MOUSE
sp|Q6NZR2|MSD2_MOUSE	Q6NZR2	MSD2_MOUSE	Msantd2	559	Mus musculus OX=10090	1:Experimental evidence at protein level	Myb/SANT-like DNA-binding domain-containing protein 2	1.0	0.999	6	9	1	9	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0.0	0.0	1.40540992E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P3Y5-3|Z280C_MOUSE	Q6P3Y5-3	Z280C_MOUSE	Znf280c	733	Mus musculus OX=10090		Isoform 3 of Zinc finger protein 280C	1.0	0.999	17	38	0	38	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0.0	0.0	0.0	0.0	6.2214643E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6P3Y5|Z280C_MOUSE
sp|Q6P4T2|U520_MOUSE	Q6P4T2	U520_MOUSE	Snrnp200	2136	Mus musculus OX=10090	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.0	0.999	2	4	4	4	1	2	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	4980001.5	1.2136946E7	0.0	0.0	7785872.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6P5H2-2|NEST_MOUSE	Q6P5H2-2	NEST_MOUSE	Nes	1820	Mus musculus OX=10090		Isoform 2 of Nestin	1.0	0.9988	2	5	0	5	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0.0	0.0	0.0	0.0	4876193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6P5H2|NEST_MOUSE
sp|Q6PAL7|AHDC1_MOUSE	Q6PAL7	AHDC1_MOUSE	Ahdc1	1594	Mus musculus OX=10090	1:Experimental evidence at protein level	AT-hook DNA-binding motif-containing protein 1	1.0	0.999	14	19	19	19	0	0	0	1	17	1	0	0	0	0	0	0	1	17	1	0	0	0	0	0	0	1	17	1	0	0	0	0.0	0.0	0.0	0.0	8.1578664E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6PD29-2|ZN513_MOUSE	Q6PD29-2	ZN513_MOUSE	Znf513	539	Mus musculus OX=10090		Isoform 2 of Zinc finger protein 513	0.6991	0.9979	1	3	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	2.1453182E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6PD29|ZN513_MOUSE
sp|Q6PDI5-2|ECM29_MOUSE	Q6PDI5-2	ECM29_MOUSE	Ecpas	1840	Mus musculus OX=10090		Isoform 2 of Proteasome adapter and scaffold protein ECM29	0.6021	0.9968	1	11	0	11	2	1	1	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	1	1	2	0	9.4230362E8	8.5680333E8	8.7713882E8	0.0	8.8923027E8	9.152544E8	9.1637184E8	8.6381856E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6PDI5|ECM29_MOUSE, tr|A2ALV7|A2ALV7_MOUSE
sp|Q6PDQ2|CHD4_MOUSE	Q6PDQ2	CHD4_MOUSE	Chd4	1915	Mus musculus OX=10090	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 4	1.0	0.999	157	5148	0	5148	495	520	776	1421	605	1331	0	0	0	0	0	0	0	0	0	0	0	0	495	520	776	1421	605	1331	0	0	0	1.83744691E9	2.64577331E9	4.6231542E9	2.0540844E10	4.3974636E9	1.96050944E10	0.0	0.0	0.0	8.9473261E8	1.19293222E9	2.03879117E9	8.7199109E9	1.6502857E9	7.6556288E9	0.0	0.0	0.0	tr|E9QAS4|E9QAS4_MOUSE
sp|Q6PFD9|NUP98_MOUSE	Q6PFD9	NUP98_MOUSE	Nup98	1816	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclear pore complex protein Nup98-Nup96	1.0	0.999	9	76	0	76	6	11	8	10	10	12	6	8	5	0	0	0	0	0	0	0	0	0	6	11	8	10	10	12	6	8	5	6.7395936E7	8.5786872E7	5.509332E7	8.6658704E7	6.3404628E7	7.7896312E7	5.9180944E7	5.8824364E7	5.7745324E7	3.6044196E7	4.7207884E7	2.8057484E7	4.8635376E7	3.2764068E7	4.0151376E7	3.1132072E7	3.035256E7	3.3531178E7	tr|A0A140T8J8|A0A140T8J8_MOUSE, tr|A0A1B0GRA7|A0A1B0GRA7_MOUSE, tr|A0A1B0GRB5|A0A1B0GRB5_MOUSE, tr|A0A1B0GSX7|A0A1B0GSX7_MOUSE, tr|B2RQL0|B2RQL0_MOUSE
sp|Q6PR54-2|RIF1_MOUSE	Q6PR54-2	RIF1_MOUSE	Rif1	2393	Mus musculus OX=10090		Isoform 2 of Telomere-associated protein RIF1	1.0	0.9989	4	6	0	6	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0.0	2171676.0	0.0	6619525.5	6076913.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4248220.0	6076913.0	0.0	0.0	0.0	0.0	sp|Q6PR54-3|RIF1_MOUSE, sp|Q6PR54|RIF1_MOUSE
sp|Q6ZPI0|JADE1_MOUSE	Q6ZPI0	JADE1_MOUSE	Jade1	834	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein Jade-1	1.0	0.999	5	7	2	7	0	3	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0.0	1.0456168E7	1627945.2	0.0	8363847.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6ZQ88|KDM1A_MOUSE	Q6ZQ88	KDM1A_MOUSE	Kdm1a	853	Mus musculus OX=10090	1:Experimental evidence at protein level	Lysine-specific histone demethylase 1A	1.0	0.999	28	133	0	133	24	21	68	2	12	0	2	1	3	0	0	0	0	0	0	0	0	0	24	21	68	2	12	0	2	1	3	1.94503488E8	1.46058576E8	5.15559808E8	1.4234144E7	1.46113632E8	0.0	2.2209562E7	1.7026956E7	3.9863664E7	8.7221952E7	6.7700232E7	2.3194768E8	1.5272067E7	6.7350152E7	0.0	1.3005533E7	0.0	2.3642502E7	tr|A3KG93|A3KG93_MOUSE
sp|Q6ZQL4|WDR43_MOUSE	Q6ZQL4	WDR43_MOUSE	Wdr43	677	Mus musculus OX=10090	2:Experimental evidence at transcript level	WD repeat-containing protein 43	1.0	0.999	3	12	12	12	3	4	3	0	2	0	0	0	0	3	4	3	0	2	0	0	0	0	3	4	3	0	2	0	0	0	0	3.020887E7	4.9071336E7	4.1255276E7	0.0	1.6650376E7	0.0	0.0	0.0	0.0	2.0940318E7	3.4188824E7	3.1854664E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6ZWN5|RS9_MOUSE	Q6ZWN5	RS9_MOUSE	Rps9	194	Mus musculus OX=10090	1:Experimental evidence at protein level	40S ribosomal protein S9	1.0	0.9987	7	16	8	16	0	7	2	2	1	3	0	0	1	0	2	1	2	1	1	0	0	1	0	7	2	2	1	3	0	0	1	0.0	1.7405502E7	6363261.0	1.5734336E7	67656.93	128158.49	0.0	0.0	149401.89	0.0	2.709499E7	1.0206392E7	0.0	0.0	2.5070646E7	0.0	0.0	0.0	
sp|Q6ZWU9|RS27_MOUSE	Q6ZWU9	RS27_MOUSE	Rps27	84	Mus musculus OX=10090	1:Experimental evidence at protein level	40S ribosomal protein S27	1.0	0.999	2	6	0	6	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0.0	0.0	0.0	0.0	4.6727024E7	1.5628276E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A0G2JDW7|A0A0G2JDW7_MOUSE, tr|A0A0G2JG29|A0A0G2JG29_MOUSE
sp|Q6ZWV3|RL10_MOUSE	Q6ZWV3	RL10_MOUSE	Rpl10	214	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L10	1.0	0.999	8	62	7	62	3	10	6	11	5	11	5	6	5	0	1	0	2	0	4	0	0	0	3	10	6	11	5	11	5	6	5	3.5745784E7	1.37408384E8	1.26700488E8	1.37841504E8	1.52662176E8	1.78066464E8	8.2665488E7	7.9239632E7	6.833728E7	4.3701448E7	7.037924E7	6.2974192E7	7.7338104E7	7.460456E7	8.9857864E7	4.602848E7	4.453586E7	6.2607212E7	
sp|Q6ZWV7|RL35_MOUSE	Q6ZWV7	RL35_MOUSE	Rpl35	123	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L35	1.0	0.999	4	28	22	28	3	7	1	3	3	5	3	2	1	2	6	1	2	3	4	2	1	1	3	7	1	3	3	5	3	2	1	1.8462528E7	7.1852528E7	1.8752828E7	5.5306072E7	4.462268E7	8.7433648E7	3.867744E7	2.7142012E7	1.815279E7	3.254239E7	4.7904272E7	0.0	3.7194208E7	3.0643078E7	5.8604652E7	2.5379324E7	3.1035664E7	0.0	
sp|Q7TPV4|MBB1A_MOUSE	Q7TPV4	MBB1A_MOUSE	Mybbp1a	1344	Mus musculus OX=10090	1:Experimental evidence at protein level	Myb-binding protein 1A	1.0	0.999	17	54	54	54	1	9	2	18	18	6	0	0	0	1	9	2	18	18	6	0	0	0	1	9	2	18	18	6	0	0	0	4765054.5	2.3347022E7	6849429.0	4.750142E7	3.7754176E7	3.0452304E7	0.0	0.0	0.0	0.0	9509077.0	5365659.5	2.132605E7	1.6718144E7	1.3154246E7	0.0	0.0	0.0	
sp|Q7TSY8|SGO2_MOUSE	Q7TSY8	SGO2_MOUSE	Sgo2	1164	Mus musculus OX=10090	1:Experimental evidence at protein level	Shugoshin 2	1.0	0.999	12	28	27	28	1	2	3	3	17	2	0	0	0	1	2	3	3	16	2	0	0	0	1	2	3	3	17	2	0	0	0	959735.0	1.6604989E7	9995959.0	1.5490164E7	8.4665832E7	1.4357314E7	0.0	0.0	0.0	0.0	1.1854373E7	7188088.0	8868791.0	5.0344344E7	1.0335367E7	0.0	0.0	0.0	
sp|Q7TSZ8|NACC1_MOUSE	Q7TSZ8	NACC1_MOUSE	Nacc1	514	Mus musculus OX=10090	1:Experimental evidence at protein level	Nucleus accumbens-associated protein 1	1.0	0.999	6	13	13	13	1	1	2	1	7	1	0	0	0	1	1	2	1	7	1	0	0	0	1	1	2	1	7	1	0	0	0	1.3196175E7	0.0	1.7479842E7	0.0	7.106212E7	3.2316344E7	0.0	0.0	0.0	0.0	0.0	1.7479842E7	0.0	7.106212E7	0.0	0.0	0.0	0.0	
sp|Q80TS5-2|ZN423_MOUSE	Q80TS5-2	ZN423_MOUSE	Znf423	1271	Mus musculus OX=10090		Isoform 2 of Zinc finger protein 423	1.0	0.999	2	3	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0.0	0.0	0.0	1850583.5	0.0	3267633.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q80TS5|ZN423_MOUSE, tr|G3UW89|G3UW89_MOUSE
